"Protein","rep1-triple","rep2-triple","rep3-triple","rep1-wt","rep2-wt","rep3-wt","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown"
"AT1G80300.1",1,0,0,3,1,0,0.802,1.1046,1,0.874738,0.981588
"AT1G69620.1",0,6,1,0,2,0,-0.79,-1.2215,1,0.983508,0.893868
"AT3G22230.1",0,2,0,2,2,2,0.475,0.7425,1,0.988174,0.965459
"AT4G14070.1",0,2,0,2,3,1,0.406,0.5909,1,1,0.959737
"AT4G34830.1",0,1,0,2,3,0,0.746,0.9812,1,0.924064,0.976424
"AT5G42310.1",0,2,1,0,2,3,0.476,0.7025,1,0.994596,0.963711
"AT4G12650.1",0,1,0,1,4,0,0.756,0.9856,1,0.922529,0.976614
"AT1G71730.1",0,1,0,4,0,1,0.764,1.0251,1,0.907338,0.978377
"AT3G54400.1",5,2,4,0,0,2,-1.107,-1.8229,1,1,0.590688
"AT2G24050.1",2,2,0,0,0,1,-0.562,-0.7087,1,0.936248,1
"AT5G19750.1",0,0,1,0,4,0,0.772,1.0402,1,0.901472,0.979008
"AT2G40660.1",3,5,1,0,1,0,-1.157,-1.6848,1,1,0.66348
"AT5G44720.1",4,0,4,0,1,0,-1.203,-1.6156,1,0.999917,0.699648
"AT2G47710.1",0,4,2,0,3,0,-0.349,-0.569,1,0.922351,1
"AT2G31660.1",0,0,0,0,6,0,1.053,1.482,1,0.672001,0.992599
"AT3G62700.1",0,0,2,0,6,0,0.842,1.253,1,0.803874,0.986726
"AT3G07460.1",0,3,3,1,0,0,-0.918,-1.2135,1,0.982944,0.897688
"AT4G09720.1",2,2,0,0,0,0,-0.587,-0.7679,1,0.94233,1
"AT2G17420.1",0,0,0,1,3,1,0.649,0.8341,1,0.968528,0.969693
"AT3G16950.1",2,2,2,0,0,0,-1.111,-1.521,1,0.997529,0.748945
"AT5G58440.1",1,2,3,2,1,1,-0.446,-0.6936,1,0.934469,1
"AT2G45060.1",1,0,0,1,3,1,0.596,0.7604,1,0.98505,0.966225
"AT5G47890.1",0,0,1,2,2,0,0.541,0.7297,1,0.990355,0.964896
"AT2G17980.1",0,3,0,1,1,0,-0.619,-0.7975,1,0.945499,1
"AT3G13870.1",1,1,0,2,2,0,0.547,0.6947,1,0.995482,0.963446
"AT1G06290.1",0,1,0,2,2,0,0.646,0.8277,1,0.970123,0.969391
"AT5G26710.1",0,2,0,2,3,0,0.438,0.6742,1,0.998175,0.962588
"AT4G03080.1",0,3,0,2,4,0,0.357,0.5711,1,1,0.959221
"AT1G54990.1",0,3,1,0,1,2,-0.301,-0.4376,1,0.912533,1
"AT2G26500.1",2,0,3,2,1,0,-0.433,-0.6638,1,0.931618,1
"AT5G51200.1",0,0,0,2,6,0,1.177,1.7592,1,0.490191,0.996697
"AT4G15630.1",0,4,1,0,0,2,-0.469,-0.6556,1,0.930752,1
"AT5G44090.1",0,3,2,0,0,2,-0.454,-0.6503,1,0.930107,1
"AT2G32380.1",0,2,3,0,0,2,-0.471,-0.7165,1,0.936919,1
"AT2G19080.1",3,0,2,0,2,0,-0.401,-0.591,1,0.924504,1
"AT2G38170.1",0,0,0,0,3,0,0.619,0.7895,1,0.978993,0.967594
"AT5G02160.1",3,0,4,0,3,0,-0.501,-0.8835,1,0.954442,1
"AT3G63170.1",2,2,0,0,1,0,-0.614,-0.8036,1,0.946178,1
"AT3G15356.1",2,2,0,0,1,0,-0.583,-0.7295,1,0.938265,1
"AT2G41220.1",3,3,0,0,0,0,-1.048,-1.4929,1,0.996648,0.763308
"AT3G26900.1",4,2,0,0,0,0,-0.995,-1.2812,1,0.987071,0.867488
"AT4G38100.1",0,2,2,0,0,0,-0.555,-0.7094,1,0.936248,1
"AT3G05000.1",0,3,0,0,0,0,-0.585,-0.7476,1,0.940294,1
"AT2G05830.1",3,2,2,0,0,0,-0.971,-1.3019,1,0.988282,0.85747
"AT3G16520.3",4,5,0,0,0,0,-1.319,-1.7735,1,1,0.616228
"AT3G09810.1",1,2,3,2,1,0,-0.502,-0.7795,1,0.943689,1
"sum29",0,0,0,3,0,0,0.601,0.7615,1,0.984642,0.966321
"AT3G19760.1",2,3,2,0,0,2,-0.628,-0.9626,1,0.96234,0.9968
"AT4G24220.1",0,4,0,0,1,1,-0.791,-1.0349,1,0.969096,0.970894
"AT5G20140.1",2,1,2,0,1,1,-0.578,-0.7338,1,0.938715,1
"AT3G17240.1",2,0,0,2,4,0,0.706,1.1142,1,0.870983,0.981917
"AT5G01590.1",1,2,0,1,0,1,-0.36,-0.4475,1,0.913168,1
"AT2G25670.1",1,2,1,1,0,1,-0.349,-0.427,1,0.911936,1
"AT1G49670.1",0,2,0,2,3,0,0.393,0.5848,1,1,0.959558
"AT5G49720.1",0,0,0,3,2,0,0.802,1.0493,1,0.898056,0.979363
"AT1G42550.1",0,2,0,3,2,0,0.413,0.6259,1,1,0.960797
"AT1G54520.1",0,0,0,0,1,5,0.942,1.2895,1,0.784485,0.987825
"AT2G42540.1",2,2,0,0,0,1,-0.65,-0.8031,1,0.946178,1
"sum88",0,0,0,0,0,4,0.768,0.9945,1,0.919421,0.976991
"AT4G17340.1",0,2,2,0,0,1,-0.556,-0.7032,1,0.935579,1
"AT1G74090.1",0,0,4,0,0,2,-0.455,-0.6889,1,0.934027,1
"AT3G51160.1",0,4,0,1,0,0,-0.809,-1.0716,1,0.972255,0.956952
"AT4G33500.1",3,3,0,1,0,0,-0.957,-1.3229,1,0.989436,0.847325
"AT3G20790.1",1,3,0,0,1,0,-0.628,-0.8083,1,0.94663,1
"AT5G56260.1",0,2,0,0,1,0,-0.345,-0.4204,1,0.911597,1
"AT1G07440.1",0,3,0,0,0,0,-0.573,-0.7483,1,0.940294,1
"AT4G19210.1",0,0,0,1,1,3,0.53,0.7047,1,0.994294,0.9638
"AT5G27970.1",0,2,0,0,1,1,-0.343,-0.4233,1,0.911822,1
"AT1G67350.1",0,0,2,2,3,0,0.431,0.6447,1,1,0.961464
"AT2G17200.1",0,0,1,3,0,2,0.805,1.0527,1,0.897195,0.979452
"AT4G15530.1",1,2,0,1,4,0,0.465,0.664,1,0.999373,0.962176
"AT4G37870.1",0,0,0,7,2,0,1.319,1.8446,1,0.436902,0.997246
"AT2G17560.1",0,3,0,0,0,1,-0.559,-0.6957,1,0.934691,1
"AT4G12830.1",2,3,2,1,0,0,-0.979,-1.3308,1,0.989771,0.844257
"AT5G02120.1",2,0,2,1,0,0,-0.546,-0.6812,1,0.933366,1
"AT1G52000.1",0,6,1,2,0,0,-0.767,-1.1374,1,0.977432,0.930949
"AT3G20820.1",3,0,1,0,1,0,-0.586,-0.7447,1,0.939842,1
"AT4G26555.1",0,4,1,0,1,0,-0.766,-1.016,1,0.967362,0.978018
"AT4G09020.1",0,4,2,0,1,0,-0.953,-1.2538,1,0.985541,0.879338
"AT5G48580.1",0,0,0,4,0,0,0.776,1.0463,1,0.89977,0.979186
"AT2G40730.1",0,2,0,0,4,0,0.434,0.659,1,0.999826,0.962014
"AT1G20330.1",1,0,0,0,3,0,0.544,0.7151,1,0.992721,0.964251
"AT3G18860.1",0,0,0,3,0,0,0.615,0.7956,1,0.977598,0.967891
"sum47",3,1,0,0,0,0,-0.56,-0.7128,1,0.936471,1
"AT3G18490.1",2,2,0,0,0,0,-0.576,-0.7407,1,0.939391,1
"AT3G51000.1",1,2,2,0,0,0,-0.622,-0.8065,1,0.946404,1
"AT5G48960.1",2,4,1,0,0,0,-0.935,-1.2403,1,0.984609,0.886157
"AT5G55200.1",2,1,1,0,0,0,-0.375,-0.4688,1,0.914541,1
"AT4G02840.1",0,0,5,0,0,0,-0.921,-1.2412,1,0.984744,0.885188
"AT3G60860.1",0,0,0,2,5,0,1.163,1.665,1,0.552023,0.9957
"sum71",0,4,2,0,0,3,-0.48,-0.8341,1,0.949332,1
"AT3G59870.1",2,5,0,0,0,0,-1.187,-1.6705,1,1,0.670265
"AT5G23250.1",0,0,0,0,0,2,0.475,0.5963,1,1,0.959922
"AT3G28900.1",0,0,0,0,2,2,0.746,1.0023,1,0.916265,0.977365
"AT4G04040.1",2,5,0,0,0,0,-1.154,-1.6443,1,1,0.683835
"AT5G24020.1",0,0,4,0,1,1,-0.759,-1.0312,1,0.968715,0.972492
"AT4G14210.1",1,0,3,1,0,1,-0.574,-0.709,1,0.936248,1
"AT5G27390.1",0,3,1,1,1,0,-0.587,-0.7754,1,0.943236,1
"AT1G09830.1",3,2,1,1,1,0,-0.783,-1.0066,1,0.966382,0.981896
"AT1G14030.1",0,1,0,2,2,0,0.54,0.6561,1,1,0.961934
"AT1G49750.1",0,0,0,2,2,0,0.578,0.7883,1,0.97945,0.967495
"AT3G11700.1",0,0,0,4,3,0,1.096,1.5194,1,0.647444,0.993372
"AT4G10060.1",0,1,0,3,2,0,0.761,0.9681,1,0.928596,0.975852
"AT3G21055.1",0,0,0,1,3,0,0.539,0.7132,1,0.993043,0.96416
"AT2G35630.1",0,1,0,1,3,0,0.588,0.7413,1,0.988547,0.965365
"AT2G39080.1",1,3,1,0,0,1,-0.587,-0.7403,1,0.939391,1
"AT3G46100.1",0,2,4,0,0,1,-0.894,-1.2416,1,0.984744,0.885187
"AT2G22250.1",0,2,1,0,0,1,-0.364,-0.4314,1,0.91217,1
"AT1G06900.1",0,2,0,0,5,0,0.623,0.9767,1,0.925587,0.976234
"AT5G52440.1",1,0,0,4,0,0,0.771,0.9967,1,0.918637,0.977084
"AT4G11260.1",0,4,1,0,1,0,-0.787,-1.0383,1,0.969286,0.97009
"AT1G06820.1",2,2,2,0,2,0,-0.479,-0.6994,1,0.935134,1
"AT2G26540.1",2,0,0,1,0,0,-0.381,-0.4826,1,0.915428,1
"AT1G09430.1",3,3,0,0,3,0,-0.371,-0.5897,1,0.924305,1
"AT3G52500.1",5,0,1,0,2,0,-0.621,-0.9316,1,0.959197,1
"AT3G07470.1",0,2,2,0,1,0,-0.587,-0.7749,1,0.943009,1
"AT5G23290.1",0,3,1,1,0,0,-0.547,-0.717,1,0.936919,1
"AT4G32150.1",3,0,0,0,0,0,-0.579,-0.7402,1,0.939391,1
"AT1G79690.1",1,3,0,0,0,0,-0.614,-0.7811,1,0.943688,1
"AT5G19860.1",0,3,3,0,0,0,-0.909,-1.2571,1,0.985671,0.878357
"AT5G17050.1",3,3,1,0,0,0,-1.011,-1.3316,1,0.989882,0.843232
"sum98",2,0,0,1,0,0,-0.402,-0.524,1,0.918517,1
"AT3G01340.1",0,0,0,0,3,0,0.578,0.7328,1,0.990001,0.964989
"AT1G02475.1",0,1,0,1,3,1,0.543,0.7044,1,0.994294,0.9638
"AT4G26670.1",0,0,0,0,3,3,0.946,1.2684,1,0.79598,0.987186
"AT3G16110.1",0,1,2,1,0,1,-0.378,-0.4543,1,0.913565,1
"AT1G64980.1",0,1,0,2,3,0,0.873,1.0871,1,0.883026,0.980836
"AT1G62740.1",0,0,0,4,0,3,1.078,1.4191,1,0.71047,0.991218
"AT5G45170.1",0,0,0,4,1,0,0.78,1.0763,1,0.887532,0.98041
"AT3G57280.1",3,0,0,0,0,1,-0.593,-0.7582,1,0.941424,1
"AT5G53860.1",0,2,2,0,0,1,-0.556,-0.7094,1,0.936248,1
"AT4G03190.1",0,2,2,0,0,1,-0.622,-0.8266,1,0.948433,1
"AT3G07100.1",0,1,0,0,3,0,0.566,0.7093,1,0.993676,0.96398
"AT3G04260.1",2,3,0,2,0,0,-0.477,-0.6862,1,0.933807,1
"AT1G08550.1",0,7,0,1,0,0,-1.214,-1.7828,1,1,0.611763
"AT2G44100.1",5,0,0,3,0,0,-0.347,-0.5551,1,0.921217,1
"AT1G59700.1",2,0,2,0,1,0,-0.598,-0.7223,1,0.937591,1
"AT4G37300.1",3,0,0,0,0,0,-0.605,-0.7474,1,0.940294,1
"AT1G61790.1",2,0,0,0,0,0,-0.359,-0.4443,1,0.912909,1
"AT5G20250.1",1,3,0,0,0,0,-0.533,-0.6842,1,0.933586,1
"AT3G56010.1",0,0,5,0,0,0,-0.954,-1.3247,1,0.989548,0.846304
"AT4G10300.1",0,0,2,0,0,0,-0.362,-0.4401,1,0.912657,1
"sum62",4,4,0,0,0,0,-1.209,-1.6365,1,1,0.688355
"AT5G55940.1",2,2,1,0,0,0,-0.561,-0.7366,1,0.939166,1
"AT5G40480.1",0,0,0,3,4,0,1.068,1.528,1,0.641929,0.993535
"AT1G75680.1",0,2,0,1,1,0,-0.37,-0.453,1,0.913431,1
"AT3G46060.1",0,0,0,2,0,0,0.425,0.5436,1,1,0.958594
"AT3G18600.1",0,0,0,0,5,0,0.998,1.2931,1,0.783322,0.987887
"AT1G63680.1",1,2,0,0,1,0,-0.355,-0.4495,1,0.913299,1
"AT5G65840.1",0,3,1,0,1,0,-0.604,-0.7987,1,0.945499,1
"AT4G19003.1",0,2,2,1,0,0,-0.614,-0.7674,1,0.94233,1
"AT1G76400.1",0,3,0,0,1,0,-0.569,-0.7148,1,0.936695,1
"AT1G27310.1",0,1,0,3,0,0,0.618,0.8375,1,0.967989,0.969794
"AT2G34640.1",0,1,2,0,0,0,-0.391,-0.4854,1,0.91558,1
"AT1G74960.1",2,3,0,0,0,0,-0.792,-1.0707,1,0.972073,0.957789
"AT1G48860.1",2,4,0,0,0,0,-0.929,-1.2251,1,0.983648,0.892908
"AT2G29960.1",3,2,0,0,0,0,-0.748,-1.0023,1,0.965986,0.983431
"AT5G11770.1",2,0,0,0,0,0,-0.404,-0.4923,1,0.916201,1
"sum56",0,4,0,0,0,0,-0.783,-1.0623,1,0.971342,0.961115
"sum144",0,3,0,0,0,0,-0.571,-0.7564,1,0.941198,1
"AT1G55020.1",1,3,0,0,0,0,-0.608,-0.7654,1,0.942103,1
"AT3G59020.1",1,6,0,0,0,0,-1.093,-1.5203,1,0.997529,0.748946
"AT5G34850.1",2,1,3,0,0,0,-0.776,-0.9936,1,0.965188,0.986471
"AT5G66420.1",0,6,0,0,0,0,-1.037,-1.4355,1,0.994549,0.792715
"AT4G15545.1",0,1,2,0,0,0,-0.375,-0.45,1,0.913299,1
"AT1G22410.1",0,0,0,3,1,0,0.584,0.8159,1,0.973212,0.968789
"AT4G23940.1",0,0,0,2,2,0,0.528,0.6695,1,0.998667,0.962422
"AT5G35970.1",1,3,0,1,1,0,-0.558,-0.6992,1,0.935134,1
"AT1G18590.1",0,2,0,1,1,0,-0.359,-0.4276,1,0.912053,1
"AT2G13440.1",0,0,0,1,3,0,0.578,0.7305,1,0.990354,0.964896
"AT1G67140.1",0,1,0,1,3,0,0.552,0.7079,1,0.993677,0.96398
"AT5G42070.1",0,0,0,3,0,0,0.583,0.7345,1,0.989643,0.965083
"AT2G30060.1",3,0,0,1,0,0,-0.527,-0.6762,1,0.932708,1
"AT3G23920.1",0,2,0,0,1,0,-0.357,-0.4319,1,0.91229,1
"AT5G35220.1",1,0,3,0,1,0,-0.578,-0.7524,1,0.940746,1
"AT1G03220.1",3,0,1,1,0,0,-0.616,-0.7637,1,0.941877,1
"AT1G62660.1",0,3,0,0,1,0,-0.579,-0.7566,1,0.941198,1
"AT3G61200.1",0,0,0,0,3,0,0.514,0.6877,1,0.996606,0.963098
"AT2G05520.1",2,0,0,4,0,0,0.479,0.7118,1,0.993044,0.96416
"AT4G23180.1",0,2,0,1,0,0,-0.364,-0.4423,1,0.912782,1
"AT5G06390.1",0,0,0,4,0,0,0.843,1.0427,1,0.900622,0.979097
"AT3G15950.1",0,3,0,0,1,0,-0.582,-0.7341,1,0.938715,1
"sum52",0,0,0,4,0,0,0.814,1.0409,1,0.901472,0.979008
"AT5G62140.1",0,2,2,0,0,0,-0.544,-0.6946,1,0.934691,1
"AT4G28025.1",0,2,0,0,0,0,-0.362,-0.4212,1,0.911709,1
"ATCG00570.1",2,0,1,0,0,0,-0.362,-0.4381,1,0.912533,1
"AT3G13490.1",0,5,0,0,0,0,-0.972,-1.3049,1,0.9884,0.856461
"AT5G35620.1",0,2,0,0,0,0,-0.397,-0.4729,1,0.914832,1
"AT4G39660.1",0,5,1,0,0,0,-0.924,-1.2955,1,0.987925,0.860489
"AT4G37550.1",0,3,3,0,0,0,-0.985,-1.3359,1,0.990101,0.841179
"AT5G49360.1",0,3,0,0,0,0,-0.62,-0.7921,1,0.944821,1
"AT3G07160.1",0,0,0,0,4,0,0.795,1.0445,1,0.89977,0.979186
"AT3G63130.1",0,0,2,0,1,1,-0.352,-0.4225,1,0.911709,1
"AT3G02260.1",0,0,0,0,5,0,0.953,1.2515,1,0.804992,0.986659
"AT5G64030.1",0,0,0,0,3,0,0.55,0.6896,1,0.996331,0.963185
"AT5G46860.1",2,0,0,1,0,0,-0.358,-0.4276,1,0.912053,1
"AT1G14830.1",0,0,0,0,4,0,0.821,1.0712,1,0.889314,0.980237
"AT5G04170.1",0,0,2,0,1,0,-0.366,-0.4456,1,0.913038,1
"AT3G04480.1",0,3,0,0,1,0,-0.58,-0.7246,1,0.937816,1
"AT4G11820.1",0,0,1,3,0,0,0.518,0.6626,1,0.999375,0.962176
"sum130",0,3,0,0,0,0,-0.595,-0.75,1,0.94052,1
"AT3G48720.1",1,2,0,0,0,0,-0.357,-0.4542,1,0.913565,1
"AT3G27740.1",2,2,0,0,0,0,-0.589,-0.7819,1,0.943915,1
"AT1G79560.1",2,3,0,0,0,0,-0.753,-1.0415,1,0.969665,0.968478
"AT1G10670.1",0,3,2,0,0,0,-0.724,-0.9891,1,0.964787,0.987977
"AT5G44020.1",0,3,0,0,0,0,-0.545,-0.7092,1,0.936248,1
"AT2G31750.1",3,2,0,0,0,0,-0.795,-1.0137,1,0.967167,0.978799
"AT2G44870.1",2,2,1,0,0,0,-0.606,-0.7731,1,0.943009,1
"AT3G45780.1",0,2,0,0,0,0,-0.496,-0.6555,1,0.930752,1
"AT2G20530.1",0,3,0,0,1,0,-0.483,-0.6495,1,0.930107,1
"AT4G22570.1",0,0,2,0,0,0,-0.455,-0.5749,1,0.92293,1
"AT5G12370.1",0,0,0,3,1,0,0.549,0.7202,1,0.992064,0.964434
"AT3G25150.1",0,0,0,3,0,0,0.609,0.785,1,0.979904,0.967397
"AT3G61111.1",0,0,0,4,0,0,0.798,1.0027,1,0.916265,0.977365
"AT4G03550.1",0,0,0,0,3,0,0.514,0.6567,1,1,0.961934
"AT2G24820.1",3,0,0,0,0,0,-0.603,-0.7485,1,0.940294,1
"AT2G30390.1",0,3,0,0,0,0,-0.529,-0.7021,1,0.935357,1
"AT2G35010.1",0,1,2,0,0,0,-0.366,-0.4229,1,0.911708,1
"AT5G39950.1",0,1,3,0,0,0,-0.591,-0.7336,1,0.938715,1
"AT2G02850.1",0,2,0,0,0,0,-0.37,-0.4764,1,0.914978,1
"AT5G36160.1",0,4,0,0,0,0,-0.75,-1.0157,1,0.967362,0.978019
"AT5G37680.1",0,3,0,0,0,0,-0.591,-0.7359,1,0.93894,1
"AT5G13930.1",2,2,0,0,0,0,-0.528,-0.6871,1,0.933806,1
"AT3G17770.1",1,3,0,0,0,0,-0.547,-0.7164,1,0.936919,1
"AT5G04885.1",0,2,0,0,0,0,-0.351,-0.4366,1,0.912534,1
"AT2G33340.1",2,2,0,0,0,0,-0.519,-0.6459,1,0.929679,1
"sum55",0,0,0,0,3,0,0.651,0.8266,1,0.970647,0.969291
"AT5G11980.1",0,0,2,0,0,1,-0.357,-0.4241,1,0.911822,1
"ATCG01010.1",0,0,0,0,3,0,0.569,0.7063,1,0.993987,0.96389
"AT1G01050.1",0,0,0,0,3,0,0.568,0.7358,1,0.989282,0.965176
"AT3G52370.1",0,0,0,0,3,0,0.567,0.7169,1,0.992395,0.964342
"AT5G56740.1",0,0,0,3,0,0,0.59,0.7484,1,0.987032,0.965745
"AT5G21100.1",2,0,0,0,1,0,-0.389,-0.4703,1,0.91454,1
"sum136",0,0,0,3,0,0,0.586,0.7192,1,0.992064,0.964434
"AT3G11964.1",0,0,0,0,3,0,0.628,0.8055,1,0.975686,0.96829
"AT3G51140.1",0,0,2,0,0,0,-0.361,-0.4437,1,0.912909,1
"AT4G39960.1",0,2,1,0,0,0,-0.367,-0.4695,1,0.914541,1
"sum38",0,0,3,0,0,0,-0.569,-0.7201,1,0.937367,1
"AT5G18170.1",3,0,0,0,0,0,-0.583,-0.7462,1,0.940068,1
"AT4G29480.1",0,3,0,0,0,0,-0.573,-0.7291,1,0.938265,1
"AT4G18360.1",3,0,0,0,0,0,-0.551,-0.7143,1,0.936695,1
"AT2G07050.1",0,3,0,0,0,0,-0.506,-0.6631,1,0.931401,1
"AT5G13780.1",0,1,2,0,0,0,-0.361,-0.4427,1,0.91291,1
"AT3G20670.1",0,0,3,0,0,0,-0.567,-0.7276,1,0.93804,1
"AT1G06530.1",2,0,0,0,0,0,-0.327,-0.4307,1,0.912171,1
"AT4G04950.1",2,0,1,0,0,0,-0.351,-0.4234,1,0.911822,1
"sum139",0,3,0,0,0,0,-0.585,-0.7743,1,0.943009,1
"AT1G53500.1",0,2,0,0,0,0,-0.513,-0.622,1,0.92736,1
"AT1G60990.1",0,2,0,0,0,0,-0.367,-0.4596,1,0.913836,1
"ATCG00640.1",2,0,0,0,0,0,-0.373,-0.4515,1,0.913431,1
"AT2G41040.1",0,0,2,0,0,0,-0.356,-0.4513,1,0.913431,1
"AT2G19680.1",0,2,0,0,0,0,-0.358,-0.4417,1,0.912783,1
"sum10",0,0,2,0,0,0,-0.357,-0.4408,1,0.912783,1
"AT5G18100.1",0,2,0,0,0,0,-0.362,-0.4332,1,0.91229,1
"AT1G18450.1",2,0,0,0,0,0,-0.366,-0.4415,1,0.912783,1
"AT1G51680.1",0,2,0,0,0,0,-0.401,-0.5019,1,0.916841,1
"AT2G25370.2",0,0,2,0,0,0,-0.349,-0.4339,1,0.91229,1
"AT5G49215.1",2,0,0,0,0,0,-0.388,-0.4884,1,0.915888,1
"AT1G65820.1",0,2,0,0,0,0,-0.36,-0.4435,1,0.912909,1
"AT3G02510.1",0,2,0,0,0,0,-0.369,-0.4592,1,0.913837,1
"AT1G15750.1",0,2,0,0,0,0,-0.352,-0.4485,1,0.913167,1
"AT3G01520.1",0,0,2,0,0,0,-0.366,-0.4339,1,0.91229,1
"AT1G79090.1",0,2,0,0,0,0,-0.358,-0.4299,1,0.912171,1
